model,task,task family,success,token consumption,source_run,run_id,round_id,attempt_index,verify_status,input_tokens,output_tokens,worker_id,ledger_path
openai:gpt-5.2-2025-12-11,django__django-11848,django/django,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_011_django__django-11848,3,2,FAIL,0,0,gpt-5.2,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_011_django__django-11848/ledger.jsonl
google:models/gemini-3-pro-preview,django__django-11964,django/django,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_005_django__django-11964,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_005_django__django-11964/ledger.jsonl
anthropic:claude-sonnet-4-5-20250929,django__django-11964,django/django,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_005_django__django-11964,3,2,FAIL,0,0,claude-sonnet-4-5,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_005_django__django-11964/ledger.jsonl
google:models/gemini-3-pro-preview,django__django-12308,django/django,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_007_django__django-12308,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_007_django__django-12308/ledger.jsonl
openai:gpt-5.2-2025-12-11,django__django-12308,django/django,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_007_django__django-12308,3,2,FAIL,0,0,gpt-5.2,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_007_django__django-12308/ledger.jsonl
google:models/gemini-3-pro-preview,django__django-14155,django/django,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_009_django__django-14155,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_009_django__django-14155/ledger.jsonl
openai:gpt-5-mini-2025-08-07,django__django-14155,django/django,false,26295,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_009_django__django-14155,3,2,FAIL,22551,3744,gpt-5-mini,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_009_django__django-14155/ledger.jsonl
google:models/gemini-3-pro-preview,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_002_matplotlib__matplotlib-23299,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_002_matplotlib__matplotlib-23299/ledger.jsonl
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_002_matplotlib__matplotlib-23299,3,2,FAIL,0,0,gpt-5-mini,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_002_matplotlib__matplotlib-23299/ledger.jsonl
google:models/gemini-3-pro-preview,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,206624,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_006_matplotlib__matplotlib-23476,1,1,FAIL,203878,2746,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_006_matplotlib__matplotlib-23476/ledger.jsonl
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_006_matplotlib__matplotlib-23476,3,2,FAIL,0,0,gpt-5-mini,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_006_matplotlib__matplotlib-23476/ledger.jsonl
google:models/gemini-3-pro-preview,psf__requests-2317,psf/requests,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_003_psf__requests-2317,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_003_psf__requests-2317/ledger.jsonl
openai:gpt-5.2-2025-12-11,psf__requests-2317,psf/requests,false,19572,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_003_psf__requests-2317,3,2,FAIL,19240,332,gpt-5.2,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_003_psf__requests-2317/ledger.jsonl
google:models/gemini-3-pro-preview,pylint-dev__pylint-7080,pylint-dev/pylint,false,33209,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_008_pylint-dev__pylint-7080,1,1,FAIL,30675,2534,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_008_pylint-dev__pylint-7080/ledger.jsonl
openai:gpt-5.2-2025-12-11,pylint-dev__pylint-7080,pylint-dev/pylint,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_008_pylint-dev__pylint-7080,3,2,FAIL,0,0,gpt-5.2,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_008_pylint-dev__pylint-7080/ledger.jsonl
google:models/gemini-3-pro-preview,pytest-dev__pytest-7490,pytest-dev/pytest,false,23699,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_013_pytest-dev__pytest-7490,1,1,FAIL,21295,2404,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_013_pytest-dev__pytest-7490/ledger.jsonl
openai:gpt-5.2-2025-12-11,pytest-dev__pytest-7490,pytest-dev/pytest,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_013_pytest-dev__pytest-7490,3,2,FAIL,0,0,gpt-5.2,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_013_pytest-dev__pytest-7490/ledger.jsonl
google:models/gemini-3-pro-preview,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_004_scikit-learn__scikit-learn-25747,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_004_scikit-learn__scikit-learn-25747/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,0,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_004_scikit-learn__scikit-learn-25747,3,2,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_004_scikit-learn__scikit-learn-25747/ledger.jsonl
google:models/gemini-3-pro-preview,sympy__sympy-17630,sympy/sympy,false,32571,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_010_sympy__sympy-17630,1,1,FAIL,26793,5778,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_010_sympy__sympy-17630/ledger.jsonl
openai:gpt-5-mini-2025-08-07,sympy__sympy-17630,sympy/sympy,false,26941,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_010_sympy__sympy-17630,3,2,FAIL,23581,3360,gpt-5-mini,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_010_sympy__sympy-17630/ledger.jsonl
google:models/gemini-3-pro-preview,sympy__sympy-21379,sympy/sympy,false,45958,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_012_sympy__sympy-21379,1,1,FAIL,44976,982,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_012_sympy__sympy-21379/ledger.jsonl
openai:gpt-5.2-2025-12-11,sympy__sympy-21379,sympy/sympy,false,40331,exp2_market_matched_docker_20260408T205805Z,swebench_market_direct_penalty_012_sympy__sympy-21379,3,2,FAIL,39486,845,gpt-5.2,runs/research/phase2/exp2_market_matched_docker_20260408T205805Z/swebench_market_direct_penalty_012_sympy__sympy-21379/ledger.jsonl
google:models/gemini-3-pro-preview,astropy__astropy-14182,astropy/astropy,false,56627,exp2_market_matched_killpg_20260409T021913Z,swebench_market_direct_penalty_001_astropy__astropy-14182,1,1,FAIL,53590,3037,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_killpg_20260409T021913Z/swebench_market_direct_penalty_001_astropy__astropy-14182/ledger.jsonl
openai:gpt-5.2-2025-12-11,astropy__astropy-14182,astropy/astropy,false,46977,exp2_market_matched_killpg_20260409T021913Z,swebench_market_direct_penalty_001_astropy__astropy-14182,3,2,FAIL,46034,943,gpt-5.2,runs/research/phase2/exp2_market_matched_killpg_20260409T021913Z/swebench_market_direct_penalty_001_astropy__astropy-14182/ledger.jsonl
google:models/gemini-3-pro-preview,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,0,exp2_market_matched_killpg_20260409T021913Z,swebench_market_direct_penalty_002_matplotlib__matplotlib-23299,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_killpg_20260409T021913Z/swebench_market_direct_penalty_002_matplotlib__matplotlib-23299/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,109398,exp2_market_matched_killpg_20260409T021913Z,swebench_market_direct_penalty_002_matplotlib__matplotlib-23299,3,2,FAIL,103398,6000,gpt-5.2-pro,runs/research/phase2/exp2_market_matched_killpg_20260409T021913Z/swebench_market_direct_penalty_002_matplotlib__matplotlib-23299/ledger.jsonl
google:models/gemini-3-pro-preview,psf__requests-2317,psf/requests,false,0,exp2_market_matched_killpg_20260409T021913Z,swebench_market_direct_penalty_003_psf__requests-2317,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_killpg_20260409T021913Z/swebench_market_direct_penalty_003_psf__requests-2317/ledger.jsonl
google:models/gemini-3-pro-preview,astropy__astropy-14182,astropy/astropy,false,56935,exp2_market_matched_timeoutaligned_20260409T030344Z,swebench_market_direct_penalty_001_astropy__astropy-14182,1,1,FAIL,53614,3321,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_timeoutaligned_20260409T030344Z/swebench_market_direct_penalty_001_astropy__astropy-14182/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,astropy__astropy-14182,astropy/astropy,false,52059,exp2_market_matched_timeoutaligned_20260409T030344Z,swebench_market_direct_penalty_001_astropy__astropy-14182,3,2,FAIL,46083,5976,gpt-5.2-pro,runs/research/phase2/exp2_market_matched_timeoutaligned_20260409T030344Z/swebench_market_direct_penalty_001_astropy__astropy-14182/ledger.jsonl
google:models/gemini-3-pro-preview,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,167609,exp2_market_matched_timeoutaligned_20260409T030344Z,swebench_market_direct_penalty_002_matplotlib__matplotlib-23299,1,1,FAIL,161835,5774,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_timeoutaligned_20260409T030344Z/swebench_market_direct_penalty_002_matplotlib__matplotlib-23299/ledger.jsonl
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-23299,matplotlib/matplotlib,false,107204,exp2_market_matched_timeoutaligned_20260409T030344Z,swebench_market_direct_penalty_002_matplotlib__matplotlib-23299,3,2,FAIL,103459,3745,gpt-5-mini,runs/research/phase2/exp2_market_matched_timeoutaligned_20260409T030344Z/swebench_market_direct_penalty_002_matplotlib__matplotlib-23299/ledger.jsonl
google:models/gemini-3-pro-preview,psf__requests-2317,psf/requests,false,23951,exp2_market_matched_timeoutaligned_20260409T030344Z,swebench_market_direct_penalty_003_psf__requests-2317,1,1,FAIL,23272,679,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_timeoutaligned_20260409T030344Z/swebench_market_direct_penalty_003_psf__requests-2317/ledger.jsonl
google:models/gemini-3-pro-preview,astropy__astropy-14182,astropy/astropy,false,0,exp2_market_matched_timeoutfix_20260409T015454Z,swebench_market_direct_penalty_001_astropy__astropy-14182,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_matched_timeoutfix_20260409T015454Z/swebench_market_direct_penalty_001_astropy__astropy-14182/ledger.jsonl
google:models/gemini-3-pro-preview,astropy__astropy-12907,astropy/astropy,false,119759,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_012_astropy__astropy-12907,1,1,FAIL,117696,2063,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_012_astropy__astropy-12907/ledger.jsonl
openai:gpt-5-mini-2025-08-07,astropy__astropy-12907,astropy/astropy,false,101878,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_012_astropy__astropy-12907,3,2,FAIL,101094,784,gpt-5-mini,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_012_astropy__astropy-12907/ledger.jsonl
openai:gpt-5.2-2025-12-11,django__django-10914,django/django,true,21189,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_013_django__django-10914,1,1,PASS,20820,369,gpt-5.2,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_013_django__django-10914/ledger.jsonl
google:models/gemini-3-pro-preview,django__django-11848,django/django,true,16792,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_009_django__django-11848,1,1,PASS,12591,4201,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_009_django__django-11848/ledger.jsonl
google:models/gemini-3-pro-preview,django__django-11964,django/django,true,8898,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_003_django__django-11964,1,1,PASS,7238,1660,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_003_django__django-11964/ledger.jsonl
google:models/gemini-3-pro-preview,django__django-12308,django/django,true,17915,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_005_django__django-12308,1,1,PASS,11952,5963,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_005_django__django-12308/ledger.jsonl
google:models/gemini-3-pro-preview,django__django-14155,django/django,false,0,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_007_django__django-14155,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_007_django__django-14155/ledger.jsonl
anthropic:claude-opus-4-5-20251101,django__django-14155,django/django,false,29571,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_007_django__django-14155,3,2,FAIL,28886,685,claude-opus-4-5,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_007_django__django-14155/ledger.jsonl
openai:gpt-5-mini-2025-08-07,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,228806,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_014_matplotlib__matplotlib-23314,1,1,FAIL,227784,1022,gpt-5-mini,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_014_matplotlib__matplotlib-23314/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23314,matplotlib/matplotlib,false,0,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_014_matplotlib__matplotlib-23314,3,2,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_014_matplotlib__matplotlib-23314/ledger.jsonl
google:models/gemini-3-pro-preview,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,0,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_004_matplotlib__matplotlib-23476,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_004_matplotlib__matplotlib-23476/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,matplotlib__matplotlib-23476,matplotlib/matplotlib,false,145239,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_004_matplotlib__matplotlib-23476,3,2,FAIL,139239,6000,gpt-5.2-pro,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_004_matplotlib__matplotlib-23476/ledger.jsonl
google:models/gemini-3-pro-preview,psf__requests-2317,psf/requests,false,24108,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_001_psf__requests-2317,1,1,FAIL,23276,832,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_001_psf__requests-2317/ledger.jsonl
openai:gpt-5-mini-2025-08-07,psf__requests-2317,psf/requests,false,20279,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_001_psf__requests-2317,3,2,FAIL,19280,999,gpt-5-mini,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_001_psf__requests-2317/ledger.jsonl
openai:gpt-5.2-2025-12-11,pydata__xarray-4094,pydata/xarray,false,110537,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_015_pydata__xarray-4094,1,1,FAIL,109608,929,gpt-5.2,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_015_pydata__xarray-4094/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,pydata__xarray-4094,pydata/xarray,false,0,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_015_pydata__xarray-4094,3,2,FAIL,0,0,gpt-5.2-pro,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_015_pydata__xarray-4094/ledger.jsonl
google:models/gemini-3-pro-preview,pylint-dev__pylint-7080,pylint-dev/pylint,false,0,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_006_pylint-dev__pylint-7080,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_006_pylint-dev__pylint-7080/ledger.jsonl
openai:gpt-5.2-2025-12-11,pylint-dev__pylint-7080,pylint-dev/pylint,false,0,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_006_pylint-dev__pylint-7080,3,2,FAIL,0,0,gpt-5.2,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_006_pylint-dev__pylint-7080/ledger.jsonl
google:models/gemini-3-pro-preview,pytest-dev__pytest-7490,pytest-dev/pytest,false,0,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_011_pytest-dev__pytest-7490,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_011_pytest-dev__pytest-7490/ledger.jsonl
anthropic:claude-opus-4-5-20251101,pytest-dev__pytest-7490,pytest-dev/pytest,true,23671,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_011_pytest-dev__pytest-7490,3,2,PASS,23033,638,claude-opus-4-5,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_011_pytest-dev__pytest-7490/ledger.jsonl
google:models/gemini-3-pro-preview,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,false,84908,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_016_scikit-learn__scikit-learn-10297,1,1,FAIL,83256,1652,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_016_scikit-learn__scikit-learn-10297/ledger.jsonl
openai:gpt-5.2-2025-12-11,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,true,72913,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_016_scikit-learn__scikit-learn-10297,3,2,PASS,72051,862,gpt-5.2,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_016_scikit-learn__scikit-learn-10297/ledger.jsonl
google:models/gemini-3-pro-preview,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,0,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_002_scikit-learn__scikit-learn-25747,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_002_scikit-learn__scikit-learn-25747/ledger.jsonl
openai:gpt-5-mini-2025-08-07,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,false,33608,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_002_scikit-learn__scikit-learn-25747,3,2,FAIL,29599,4009,gpt-5-mini,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_002_scikit-learn__scikit-learn-25747/ledger.jsonl
google:models/gemini-3-pro-preview,sympy__sympy-17630,sympy/sympy,false,29839,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_008_sympy__sympy-17630,1,1,FAIL,26648,3191,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_008_sympy__sympy-17630/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,sympy__sympy-17630,sympy/sympy,false,29389,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_008_sympy__sympy-17630,3,2,FAIL,23389,6000,gpt-5.2-pro,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_008_sympy__sympy-17630/ledger.jsonl
google:models/gemini-3-pro-preview,sympy__sympy-21379,sympy/sympy,false,46269,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_010_sympy__sympy-21379,1,1,FAIL,44909,1360,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_010_sympy__sympy-21379/ledger.jsonl
openai:gpt-5.2-2025-12-11,sympy__sympy-21379,sympy/sympy,true,40280,exp2_market_shard01_offset002_limit016_20260409T033114Z,swebench_market_direct_penalty_010_sympy__sympy-21379,3,2,PASS,39490,790,gpt-5.2,runs/research/phase2/exp2_market_shard01_offset002_limit016_20260409T033114Z/swebench_market_direct_penalty_010_sympy__sympy-21379/ledger.jsonl
google:models/gemini-3-pro-preview,astropy__astropy-14365,astropy/astropy,false,54097,exp2_market_shard02_offset018_limit016_20260409T033114Z,swebench_market_direct_penalty_003_astropy__astropy-14365,1,1,FAIL,51280,2817,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard02_offset018_limit016_20260409T033114Z/swebench_market_direct_penalty_003_astropy__astropy-14365/ledger.jsonl
openai:gpt-5-mini-2025-08-07,astropy__astropy-14365,astropy/astropy,false,46064,exp2_market_shard02_offset018_limit016_20260409T033114Z,swebench_market_direct_penalty_003_astropy__astropy-14365,3,2,FAIL,43837,2227,gpt-5-mini,runs/research/phase2/exp2_market_shard02_offset018_limit016_20260409T033114Z/swebench_market_direct_penalty_003_astropy__astropy-14365/ledger.jsonl
google:models/gemini-3-pro-preview,astropy__astropy-14995,astropy/astropy,true,40461,exp2_market_shard02_offset018_limit016_20260409T033114Z,swebench_market_direct_penalty_012_astropy__astropy-14995,1,1,PASS,39002,1459,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard02_offset018_limit016_20260409T033114Z/swebench_market_direct_penalty_012_astropy__astropy-14995/ledger.jsonl
anthropic:claude-opus-4-5-20251101,django__django-11099,django/django,true,6494,exp2_market_shard02_offset018_limit016_20260409T033114Z,swebench_market_direct_penalty_004_django__django-11099,1,1,PASS,6173,321,claude-opus-4-5,runs/research/phase2/exp2_market_shard02_offset018_limit016_20260409T033114Z/swebench_market_direct_penalty_004_django__django-11099/ledger.jsonl
google:models/gemini-3-pro-preview,django__django-11133,django/django,false,23055,exp2_market_shard02_offset018_limit016_20260409T033114Z,swebench_market_direct_penalty_016_django__django-11133,1,1,FAIL,17059,5996,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard02_offset018_limit016_20260409T033114Z/swebench_market_direct_penalty_016_django__django-11133/ledger.jsonl
openai:gpt-5.2-2025-12-11,django__django-11133,django/django,true,14912,exp2_market_shard02_offset018_limit016_20260409T033114Z,swebench_market_direct_penalty_016_django__django-11133,3,2,PASS,14505,407,gpt-5.2,runs/research/phase2/exp2_market_shard02_offset018_limit016_20260409T033114Z/swebench_market_direct_penalty_016_django__django-11133/ledger.jsonl
google:models/gemini-3-pro-preview,django__django-14534,django/django,false,0,exp2_market_shard02_offset018_limit016_20260409T033114Z,swebench_market_direct_penalty_006_django__django-14534,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard02_offset018_limit016_20260409T033114Z/swebench_market_direct_penalty_006_django__django-14534/ledger.jsonl
openai:gpt-5-mini-2025-08-07,django__django-14534,django/django,false,50320,exp2_market_shard02_offset018_limit016_20260409T033114Z,swebench_market_direct_penalty_006_django__django-14534,3,2,FAIL,47955,2365,gpt-5-mini,runs/research/phase2/exp2_market_shard02_offset018_limit016_20260409T033114Z/swebench_market_direct_penalty_006_django__django-14534/ledger.jsonl
google:models/gemini-3-pro-preview,django__django-15252,django/django,false,0,exp2_market_shard02_offset018_limit016_20260409T033114Z,swebench_market_direct_penalty_007_django__django-15252,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard02_offset018_limit016_20260409T033114Z/swebench_market_direct_penalty_007_django__django-15252/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,django__django-15252,django/django,false,33436,exp2_market_shard02_offset018_limit016_20260409T033114Z,swebench_market_direct_penalty_007_django__django-15252,3,2,FAIL,27436,6000,gpt-5.2-pro,runs/research/phase2/exp2_market_shard02_offset018_limit016_20260409T033114Z/swebench_market_direct_penalty_007_django__django-15252/ledger.jsonl
google:models/gemini-3-pro-preview,django__django-15695,django/django,false,0,exp2_market_shard02_offset018_limit016_20260409T033114Z,swebench_market_direct_penalty_008_django__django-15695,1,1,FAIL,0,0,gemini-3-pro-preview,runs/research/phase2/exp2_market_shard02_offset018_limit016_20260409T033114Z/swebench_market_direct_penalty_008_django__django-15695/ledger.jsonl
openai:gpt-5.2-pro-2025-12-11,django__django-15695,django/django,false,62572,exp2_market_shard02_offset018_limit016_20260409T033114Z,swebench_market_direct_penalty_008_django__django-15695,3,2,FAIL,56572,6000,gpt-5.2-pro,runs/research/phase2/exp2_market_shard02_offset018_limit016_20260409T033114Z/swebench_market_direct_penalty_008_django__django-15695/ledger.jsonl
